Web Speed,Sheet Len,Cells/sheet,W/cell,FEOL Yield,Sheets/hour,Cells/hour,Watts/hour,Sheet Y/hr,Cell Y /hr,W Y / hr
24,63,105,2.3,0.96,22.85714286,2400,5520,21.94285714,2304,5299.2
